Node;IP;PASS;TECH;NODETYPE;SUBNW;C-RNC;C-BSC;STATE;RBSID;ENBID;REL;SITEID;OSS;FINGERPRINT;BBTYPE;TIMESTAMP;GNBID
CRI0135T_2NB03;10.221.100.18;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;70862;23.Q2;-;ENM-RAN1A;CRI0135T_2NB03;;2002_21May2025;-
CRI0135X_2NB04;10.221.100.22;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;70852;70852;23.Q2;-;ENM-RAN1A;CRI0135X_2NB04;;2002_21May2025;-
CRI0138P_9NB05;10.221.74.78;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;79332;23.Q2;-;ENM-RAN1A;CRI0138P_9NB01;;2002_21May2025;150482
CRI0138Q_9NB02;10.221.74.82;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;82742;-;23.Q2;-;ENM-RAN1A;CRI0138Q_9NB02;;2002_21May2025;-
CRI0138T_2NB01;10.77.78.218;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;15152;23.Q2;null;ENM-RAN1A;CRI8582T_2NB01;;2002_21May2025;-
CRI0138T_2NB03;10.221.74.70;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;79342;23.Q2;-;ENM-RAN1A;CRI0138T_2NB03;;2002_21May2025;-
CRI0138X_2NB04;10.221.74.74;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;79352;79352;23.Q2;-;ENM-RAN1A;CRI0138X_2NB04;;2002_21May2025;-
CRI0139L_6NB06;10.196.94.118;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;327222;23.Q2;-;ENM-RAN1A;CRI0139L_6NB06;;2002_21May2025;590922
CRI0139P_9NB01;10.221.100.154;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;180652;23.Q2;-;ENM-RAN1A;CRI0139P_9NB01;;2002_21May2025;568762
CRI0139Q_9NB02;10.221.100.158;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;180172;180172;23.Q2;-;ENM-RAN1A;CRI0139Q_9NB02;;2002_21May2025;568772
CRI0139Q_9NB03;10.221.100.162;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;180182;180182;23.Q2;-;ENM-RAN1A;CRI0139Q_9NB03;;2002_21May2025;568782
CRI0139T_2NB04;10.221.100.166;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;180662;23.Q2;-;ENM-RAN1A;CRI0139T_2NB04;;2002_21May2025;-
CRI0139X_2NB05;10.221.100.170;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;180162;180162;23.Q2;-;ENM-RAN1A;CRI0139X_2NB05;;2002_21May2025;-
CRI0144P_9NB01;10.173.251.6;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;393732;23.Q2;-;ENM-RAN1A;CRI0144P_9NB01;;2002_21May2025;514272
CRI0144T_2NB02;10.173.251.14;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;392712;23.Q2;-;ENM-RAN1A;CRI0144T_2NB02;;2002_21May2025;-
CRI0144X_2NB03;10.173.251.10;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392762;-;23.Q2;-;ENM-RAN1A;CRI0144X_2NB03;;2002_21May2025;-
CRI0165L_6NB06;10.221.94.14;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88342;23.Q2;-;ENM-RAN1A;CRI0165L_6NB06;;2002_21May2025;158162
CRI0165L_6NB07;10.221.94.18;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88352;23.Q2;-;ENM-RAN1A;CRI0165L_6NB07;;2002_21May2025;158172
CRI0165P_9NB01;10.221.94.30;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;87022;23.Q2;-;ENM-RAN1A;CRI0165P_9NB01;;2002_21May2025;158862
CRI0165Q_9NB02;10.221.94.34;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84542;84542;23.Q2;-;ENM-RAN1A;CRI0165Q_9NB02;;2002_21May2025;158872
CRI0165Q_9NB03;10.221.94.38;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84552;84552;23.Q2;-;ENM-RAN1A;CRI0165Q_9NB03;;2002_21May2025;158882
CRI0165T_2NB04;10.221.94.22;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;87032;23.Q2;-;ENM-RAN1A;CRI0165T_2NB04;;2002_21May2025;-
CRI0165X_2NB05;10.221.94.26;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84532;84532;23.Q2;-;ENM-RAN1A;CRI0165X_2NB05;;2002_21May2025;-
CRI0167P_9NB02;10.173.235.62;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;386972;23.Q2;-;ENM-RAN1A;CRI0167P_9NB02;;2002_21May2025;506672
CRI0167Q_9NB01;10.173.235.66;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;386962;-;23.Q2;-;ENM-RAN1A;CRI0167Q_9NB01;;2002_21May2025;-
CRI0167T_2NB03;10.173.235.70;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;386982;23.Q2;-;ENM-RAN1A;CRI0167T_2NB03;;2002_21May2025;-
CRI0167X_2NB04;10.173.235.74;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;386972;-;23.Q2;-;ENM-RAN1A;CRI0167X_2NB04;;2002_21May2025;-
CRI0168P_9NB01;10.221.74.118;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;79382;23.Q2;-;ENM-RAN1A;CRI0168P_9NB01;;2002_21May2025;150642
CRI0168Q_9NB02;10.221.74.122;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;82772;-;23.Q2;-;ENM-RAN1A;CRI0168Q_9NB02;;2002_21May2025;-
CRI0168Q_9NB03;10.221.74.126;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;82782;-;23.Q2;-;ENM-RAN1A;CRI0168Q_9NB03;;2002_21May2025;-
CRI0168T_2NB04;10.221.74.110;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;79412;23.Q2;-;ENM-RAN1A;CRI0168T_2NB04;;2002_21May2025;-
CRI0168X_2NB05;10.221.74.114;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;79422;79422;23.Q2;-;ENM-RAN1A;CRI0168X_2NB05;;2002_21May2025;-
CRI0180L_6NB08;10.221.100.250;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;180052;23.Q2;-;ENM-RAN1A;CRI0180L_6NB08;;2002_21May2025;568062
CRI0180P_9NB01;10.221.100.222;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;179722;23.Q2;-;ENM-RAN1A;CRI0180P_9NB01;;2002_21May2025;568512
CRI0180Q_9NB02;10.221.100.226;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;179412;179412;23.Q2;-;ENM-RAN1A;CRI0180Q_9NB02;;2002_21May2025;568522
CRI0180Q_9NB03;10.221.100.230;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;179422;179422;23.Q2;-;ENM-RAN1A;CRI0180Q_9NB03;;2002_21May2025;568532
CRI0180T_2NB04;10.221.100.234;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;179932;23.Q2;-;ENM-RAN1A;CRI0180T_2NB04;;2002_21May2025;-
CRI0180T_2NB05;10.221.100.242;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;179942;23.Q2;-;ENM-RAN1A;CRI0180T_2NB05;;2002_21May2025;-
CRI0180X_2NB06;10.221.100.238;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;179382;179382;23.Q2;-;ENM-RAN1A;CRI0180X_2NB06;;2002_21May2025;-
CRI0180X_2NB07;10.221.100.246;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;179372;179372;23.Q2;-;ENM-RAN1A;CRI0180X_2NB07;;2002_21May2025;-
CRI0182L_6NB06;10.221.94.62;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88362;23.Q2;-;ENM-RAN1A;CRI0182L_6NB06;;2002_21May2025;158182
CRI0182L_6NB07;10.221.94.66;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88372;23.Q2;-;ENM-RAN1A;CRI0182L_6NB07;;2002_21May2025;158212
CRI0182P_9NB01;10.221.94.78;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;87042;23.Q2;-;ENM-RAN1A;CRI0182P_9NB01;;2002_21May2025;158912
CRI0182Q_9NB02;10.221.94.82;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84582;-;23.Q2;-;ENM-RAN1A;CRI0182Q_9NB02;;2002_21May2025;-
CRI0182Q_9NB03;10.221.94.86;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84612;-;23.Q2;-;ENM-RAN1A;CRI0182Q_9NB03;;2002_21May2025;-
CRI0182T_2NB04;10.221.94.70;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;87052;23.Q2;-;ENM-RAN1A;CRI0182T_2NB04;;2002_21May2025;-
CRI0182X_2NB05;10.221.94.74;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84572;84572;23.Q2;-;ENM-RAN1A;CRI0182X_2NB05;;2002_21May2025;-
CRI0187P_9NB02;10.221.73.146;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;356622;23.Q2;-;ENM-RAN1A;CRI0187P_9NB02;;2002_21May2025;554462
CRI0187Q_9NB01;10.221.73.150;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;356632;-;23.Q2;null;ENM-RAN1A;CRI0187Q_9NB01;;2002_21May2025;-
CRI0187T_2NB03;10.221.73.138;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;356632;23.Q2;-;ENM-RAN1A;CRI0187T_2NB03;;2002_21May2025;-
CRI0187X_2NB04;10.221.73.142;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;356622;-;23.Q2;-;ENM-RAN1A;CRI0187X_2NB04;;2002_21May2025;-
CRI0191P_9NB02;10.221.95.42;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;364362;23.Q2;-;ENM-RAN1A;CRI0191P_9NB02;;2002_21May2025;562952
CRI0191Q_9NB01;10.221.95.46;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;364222;-;23.Q2;null;ENM-RAN1A;CRI0191Q_9NB01;;2002_21May2025;-
CRI0191T_2NB03;10.221.95.34;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;364152;23.Q2;-;ENM-RAN1A;CRI0191T_2NB03;;2002_21May2025;-
CRI0191X_2NB04;10.221.95.38;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;364212;-;23.Q2;-;ENM-RAN1A;CRI0191X_2NB04;;2002_21May2025;-
CRI0199P_9NB01;10.221.73.10;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;66312;23.Q2;-;ENM-RAN1A;CRI0199P_9NB01;;2002_21May2025;137512
CRI0199Q_9NB02;10.221.73.14;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;66282;-;23.Q2;-;ENM-RAN1A;CRI0199Q_9NB02;;2002_21May2025;-
CRI0199T_2NB03;10.221.73.2;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;70952;23.Q2;-;ENM-RAN1A;CRI0199T_2NB03;;2002_21May2025;-
CRI0199X_2NB04;10.221.73.6;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;70942;70942;23.Q2;-;ENM-RAN1A;CRI0199X_2NB04;;2002_21May2025;-
CRI0204P_9NB02;10.173.251.22;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;393772;23.Q2;-;ENM-RAN1A;CRI0204P_9NB02;;2002_21May2025;514452
CRI0204Q_9NB01;10.173.251.26;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392842;-;23.Q2;-;ENM-RAN1A;CRI0204Q_9NB01;;2002_21May2025;-
CRI0204T_2NB03;10.173.251.30;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;392752;23.Q2;-;ENM-RAN1A;CRI0204T_2NB03;;2002_21May2025;-
CRI0204X_2NB04;10.173.251.34;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392852;-;23.Q2;-;ENM-RAN1A;CRI0204X_2NB04;;2002_21May2025;-
CRI0205L_6NB01;10.196.94.170;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;325322;23.Q2;-;ENM-RAN1A;CRI0205L_6NB01;;2002_21May2025;590032
CRI0205P_9NB03;10.196.94.150;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;324982;23.Q2;-;ENM-RAN1A;CRI0205P_9NB03;;2002_21May2025;590522
CRI0205Q_9NB02;10.196.94.154;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;93072;-;23.Q2;-;ENM-RAN1A;CRI0205Q_9NB02;;2002_21May2025;-
CRI0205T_2NB04;10.196.94.162;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;330412;23.Q2;-;ENM-RAN1A;CRI0205T_2NB04;;2002_21May2025;-
CRI0205X_2NB05;10.196.94.166;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;93062;-;23.Q2;-;ENM-RAN1A;CRI0205X_2NB05;;2002_21May2025;-
CRI0209P_9NB02;10.221.94.106;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333172;23.Q2;-;ENM-RAN1A;CRI0209P_9NB02;;2002_21May2025;592552
CRI0209Q_9NB01;10.221.94.110;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;333182;-;23.Q2;-;ENM-RAN1A;CRI0209Q_9NB01;;2002_21May2025;-
CRI0209T_2NB03;10.221.94.98;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333182;23.Q2;-;ENM-RAN1A;CRI0209T_2NB03;;2002_21May2025;-
CRI0209X_2NB04;10.221.94.102;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;333172;-;23.Q2;-;ENM-RAN1A;CRI0209X_2NB04;;2002_21May2025;-
CRI0222P_9NB02;10.173.134.78;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;363262;23.Q2;-;ENM-RAN1A;CRI0222P_9NB02;;2002_21May2025;561862
CRI0222Q_9NB01;10.173.134.82;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;363082;-;23.Q2;null;ENM-RAN1A;CRI0222Q_9NB01;;2002_21May2025;-
CRI0222T_2NB03;10.173.134.86;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;362872;23.Q2;-;ENM-RAN1A;CRI0222T_2NB03;;2002_21May2025;-
CRI0222X_2NB04;10.173.134.90;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;363072;-;23.Q2;-;ENM-RAN1A;CRI0222X_2NB04;;2002_21May2025;-
CRI0236P_9NB02;10.173.134.94;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;363272;23.Q2;-;ENM-RAN1A;CRI0236P_9NB02;;2002_21May2025;561882
CRI0236Q_9NB01;10.173.134.98;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;363122;-;23.Q2;-;ENM-RAN1A;CRI0236Q_9NB01;;2002_21May2025;-
CRI0236T_2NB03;10.173.134.102;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;362882;23.Q2;-;ENM-RAN1A;CRI0236T_2NB03;;2002_21May2025;-
CRI0236X_2NB04;10.173.134.106;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;363112;-;23.Q2;-;ENM-RAN1A;CRI0236X_2NB04;;2002_21May2025;-
CRI0244P_9NB01;10.173.235.158;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;393782;23.Q2;-;ENM-RAN1A;CRI0244P_9NB01;;2002_21May2025;514582
CRI0244T_2NB02;10.173.235.166;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;392812;23.Q2;-;ENM-RAN1A;CRI0244T_2NB02;;2002_21May2025;-
CRI0244X_2NB03;10.173.235.162;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392882;-;23.Q2;-;ENM-RAN1A;CRI0244X_2NB03;;2002_21May2025;-
CRI0245Q_9NB01;10.221.73.170;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;69512;69512;23.Q2;-;ENM-RAN1A;CRI0245Q_9NB01;;2002_21May2025;142142
CRI0245X_2NB02;10.221.73.162;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;73922;73922;23.Q2;-;ENM-RAN1A;CRI0245X_2NB02;;2002_21May2025;-
CRI0247P_9NB02;10.196.94.178;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;325182;23.Q2;-;ENM-RAN1A;CRI0247P_9NB02;;2002_21May2025;590532
CRI0247Q_9NB01;10.196.94.182;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;93132;-;23.Q2;-;ENM-RAN1A;CRI0247Q_9NB01;;2002_21May2025;-
CRI0247T_2NB03;10.196.94.190;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;330422;23.Q2;-;ENM-RAN1A;CRI0247T_2NB03;;2002_21May2025;-
CRI0247X_2NB04;10.196.94.194;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;93122;-;23.Q2;-;ENM-RAN1A;CRI0247X_2NB04;;2002_21May2025;-
CRI0254P_9NB02;10.173.251.182;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;393812;23.Q2;-;ENM-RAN1A;CRI0254P_9NB02;;2002_21May2025;514632
CRI0254Q_9NB01;10.173.251.186;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392912;-;23.Q2;-;ENM-RAN1A;CRI0254Q_9NB01;;2002_21May2025;-
CRI0254T_2NB03;10.173.251.190;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;392822;23.Q2;-;ENM-RAN1A;CRI0254T_2NB03;;2002_21May2025;-
CRI0254X_2NB04;10.173.251.194;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392922;-;23.Q2;-;ENM-RAN1A;CRI0254X_2NB04;;2002_21May2025;-
CRI0255L_6NB06;10.221.94.118;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88382;23.Q2;-;ENM-RAN1A;CRI0255L_6NB06;;2002_21May2025;158222
CRI0255L_6NB07;10.221.94.122;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88412;23.Q2;-;ENM-RAN1A;CRI0255L_6NB07;;2002_21May2025;158232
CRI0255P_9NB01;10.221.94.134;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;87062;23.Q2;-;ENM-RAN1A;CRI0255P_9NB01;;2002_21May2025;159012
CRI0255Q_9NB02;10.221.94.138;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84742;84742;23.Q2;-;ENM-RAN1A;CRI0255Q_9NB02;;2002_21May2025;159022
CRI0255Q_9NB03;10.221.94.142;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84752;84752;23.Q2;-;ENM-RAN1A;CRI0255Q_9NB03;;2002_21May2025;159032
CRI0255T_2NB04;10.221.94.126;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;87072;23.Q2;-;ENM-RAN1A;CRI0255T_2NB04;;2002_21May2025;-
CRI0255X_2NB05;10.221.94.130;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;84732;84732;23.Q2;-;ENM-RAN1A;CRI0255X_2NB05;;2002_21May2025;-
CRI0258P_9NB02;10.173.134.126;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;363282;23.Q2;-;ENM-RAN1A;CRI0258P_9NB02;;2002_21May2025;561932
CRI0258Q_9NB01;10.173.134.130;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;363142;-;23.Q2;null;ENM-RAN1A;CRI0258Q_9NB01;;2002_21May2025;-
CRI0258T_2NB03;10.173.134.134;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;362912;23.Q2;-;ENM-RAN1A;CRI0258T_2NB03;;2002_21May2025;-
CRI0258X_2NB04;10.173.134.138;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;363132;-;23.Q2;-;ENM-RAN1A;CRI0258X_2NB04;;2002_21May2025;-
CRI0263L_6NB06;10.221.73.62;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;10952;23.Q2;-;ENM-RAN1A;CRI0263L_6NB06;;2002_21May2025;127132
CRI0263L_6NB07;10.221.73.66;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;11722;23.Q2;-;ENM-RAN1A;CRI0263L_6NB07;;2002_21May2025;127212
CRI0263P_9NB01;10.221.73.78;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;66342;23.Q2;-;ENM-RAN1A;CRI0263P_9NB01;;2002_21May2025;137562
CRI0263Q_9NB02;10.221.73.82;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;66322;-;23.Q2;-;ENM-RAN1A;CRI0263Q_9NB02;;2002_21May2025;-
CRI0263Q_9NB03;10.221.73.86;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;66332;-;23.Q2;-;ENM-RAN1A;CRI0263Q_9NB03;;2002_21May2025;-
CRI0263T_2NB04;10.221.73.70;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;70972;23.Q2;-;ENM-RAN1A;CRI0263T_2NB04;;2002_21May2025;-
CRI0263X_2NB05;10.221.73.74;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;70962;70962;23.Q2;-;ENM-RAN1A;CRI0263X_2NB05;;2002_21May2025;-
CRI0264P_9NB02;10.173.251.214;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;393822;23.Q2;-;ENM-RAN1A;CRI0264P_9NB02;;2002_21May2025;514652
CRI0264Q_9NB01;10.173.251.218;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392942;-;23.Q2;-;ENM-RAN1A;CRI0264Q_9NB01;;2002_21May2025;-
CRI0264T_2NB03;10.173.251.222;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;392852;23.Q2;-;ENM-RAN1A;CRI0264T_2NB03;;2002_21May2025;-
CRI0264X_2NB04;10.173.251.226;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;392952;-;23.Q2;-;ENM-RAN1A;CRI0264X_2NB04;;2002_21May2025;-
CRI0266P_9NB01;10.221.96.38;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;12252;23.Q2;-;ENM-RAN1A;CRI0266P_9NB01;;2002_21May2025;583672
CRI0266Q_9NB02;10.221.96.42;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;89262;89262;23.Q2;-;ENM-RAN1A;CRI0266Q_9NB02;;2002_21May2025;583682
CRI0266T_2NB03;10.221.96.30;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;80542;23.Q2;-;ENM-RAN1A;CRI0266T_2NB03;;2002_21May2025;-
CRI0266X_2NB04;10.221.96.34;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;89252;89252;23.Q2;-;ENM-RAN1A;CRI0266X_2NB04;;2002_21May2025;-
CRI0280P_9NB01;10.221.100.66;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;94432;23.Q2;-;ENM-RAN1A;CRI0280P_9NB01;;2002_21May2025;167982
CRI0280Q_9NB02;10.221.100.70;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;93622;93622;23.Q2;-;ENM-RAN1A;CRI0280Q_9NB02;;2002_21May2025;168212
CRI0280Q_9NB03;10.221.100.74;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;93632;93632;23.Q2;-;ENM-RAN1A;CRI0280Q_9NB03;;2002_21May2025;168222
CRI0280T_2NB04;10.221.100.78;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;94442;23.Q2;-;ENM-RAN1A;CRI0280T_2NB04;;2002_21May2025;-
CRI0280X_2NB05;10.221.100.82;-;3G4G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;93612;93612;23.Q2;-;ENM-RAN1A;CRI0280X_2NB05;;2002_21May2025;-
CRI0281P_9NB02;10.173.134.150;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;364372;23.Q2;-;ENM-RAN1A;CRI0281P_9NB02;;2002_21May2025;562962
CRI0281Q_9NB01;10.173.134.154;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;364242;-;23.Q2;null;ENM-RAN1A;CRI0281Q_9NB01;;2002_21May2025;-
CRI0281T_2NB03;10.173.134.158;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;364162;23.Q2;-;ENM-RAN1A;CRI0281T_2NB03;;2002_21May2025;-
CRI0281X_2NB04;10.173.134.162;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;364232;-;23.Q2;-;ENM-RAN1A;CRI0281X_2NB04;;2002_21May2025;-
CRI0292P_9NB02;10.183.51.222;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;356662;23.Q2;-;ENM-RAN1A;CRI0292P_9NB02;;2002_21May2025;-
CRI0292Q_9NB01;10.183.51.226;-;2G3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;356672;-;23.Q2;null;ENM-RAN1A;CRI0292Q_9NB01;;2002_21May2025;-
CRI0292T_2NB03;10.221.96.98;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;356672;23.Q2;-;ENM-RAN1A;CRI0292T_2NB03;;2002_21May2025;-
CRI0292X_2NB04;10.221.96.102;-;3G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;356662;-;23.Q2;-;ENM-RAN1A;CRI0292X_2NB04;;2002_21May2025;-
CRI0297Q_9NB01;10.221.73.190;-;2G3G4G5G;RADIONODE;UNDEF;CMI8362X;-;SYNCHRONIZED;66352;66352;23.Q2;-;ENM-RAN1A;CRI0297Q_9NB01;;2002_21May2025;137612
